curriculum,grade,subject,topic,subtopic,target_total,target_mcq,target_fill,target_match,target_frq
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Carbon & Nitrogen Cycles (Basic),18,7,4,2,5
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Fieldwork: Quadrats/Transects,18,7,4,2,5
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Food Chains/Webs & Energy Flow,18,7,4,2,5
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Invasive Species & Biodiversity,18,7,4,2,5
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Population Growth & Limiting Factors,18,7,4,2,5
IB,Grade 10,Biology MYP,Ecology & Ecosystems,Trophic Levels & Pyramids,18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Antibiotic Resistance (Case Study),18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Artificial Selection,18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Evidence: Fossils & Comparative Anatomy,18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Natural Selection (Peppered Moth etc.),18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Speciation (Concept),18,7,4,2,5
IB,Grade 10,Biology MYP,Evolution & Natural Selection,Variation & Adaptations,18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),DNA Structure (Concept) & Chromosomes,18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),Dominant vs Recessive; Phenotype/Genotype,18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),"Genes, Alleles & Traits",18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),Genetic Disorders (Intro & Ethics),18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),Monohybrid Crosses (Punnett Squares),18,7,4,2,5
IB,Grade 10,Biology MYP,Genetics & Inheritance (Intro),Pedigrees (Simple),18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,Blood & Transport of Oxygen/Nutrients,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,Circulatory System & Heart Structure,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,Digestive System & Enzymes in Digestion,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,"Homeostasis (Body Temp, Glucose – Concept)",18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,Lifestyle & Non-Communicable Diseases,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems I,Respiratory System & Gas Exchange,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Endocrine System: Hormones (Intro),18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Excretory System: Kidney Function (Concept),18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Immune System Basics & Vaccination,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Nervous System: Neurons & Reflexes,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Reproductive Systems & Puberty,18,7,4,2,5
IB,Grade 10,Biology MYP,Human Body Systems II,Skeletal & Muscular Systems,18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,Antibiotics vs Antivirals (Concept),18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,"Bacteria, Viruses, Fungi, Protists (Overview)",18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,Immune Response (Innate vs Adaptive – Basic),18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,Outbreaks & Epidemiology (Simple Graphs),18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,Public Health & Vaccination,18,7,4,2,5
IB,Grade 10,Biology MYP,Microorganisms & Disease,Transmission & Prevention,18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,Leaf Structure & Gas Exchange,18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,Mineral Nutrition & Soil,18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,Photosynthesis Practical (Leaf Disks/Starch),18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,"Plant Reproduction (Seeds, Pollination)",18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,Transpiration & Water Transport (Concept),18,7,4,2,5
IB,Grade 10,Biology MYP,Plants: Structure & Function,Tropisms (Intro),18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,"Data Tables, Graphs & Best-Fit Lines",18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,"Evaluation: Reliability, Validity, Improvements",18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,"Measurement, Uncertainty & Significant Figures",18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,Planning Investigations & Risk Assessment,18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,Sampling Techniques & Avoiding Bias,18,7,4,2,5
IB,Grade 10,Biology MYP,Scientific Inquiry & Lab Skills,"Variables, Controls & Hypotheses",18,7,4,2,5
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Balanced Diet & Food Groups,16,6,4,2,4
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Carbohydrates & Simple Sugars,16,6,4,2,4
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Enzyme Idea (Very Basic),16,6,4,2,4
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Lipids & Dietary Fats,16,6,4,2,4
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Proteins & Amino Acids (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Biological Molecules (Intro),Water as a Solvent,16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Animal vs Plant Cells,16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Cell Theory (Basics),16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Diffusion & Osmosis (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Magnification = Image/Actual,16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Microscope Parts & Use,16,6,4,2,4
IB,Grade 9,Biology MYP,Cells & Microscopy (Intro),Organelles & Functions (Overview),16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),Conservation & Human Impact,16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),Cycles: Water & Carbon (Basic),16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),Energy Transfer (Idea),16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),Food Chains & Simple Webs,16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),Population Changes (Graph Reading),16,6,4,2,4
IB,Grade 9,Biology MYP,Ecology (Intro),"Producers, Consumers, Decomposers",16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),Chromosomes & Genes (Idea),16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),DNA as Hereditary Material (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),Dominant/Recessive (Everyday Examples),16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),Ethics & Everyday Genetics,16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),Punnett Squares (Very Simple),16,6,4,2,4
IB,Grade 9,Biology MYP,Genetics (Intro),Simple Traits & Variation,16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Circulatory System & Blood (Overview),16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Digestive System Organs (Simple),16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Excretory Organs (Overview),16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Personal Health & Nutrition,16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Respiratory System & Breathing,16,6,4,2,4
IB,Grade 9,Biology MYP,Human Body Basics,Skeletal & Muscular Systems (Function),16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Biotic vs Abiotic Factors,16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Cells as Basic Unit of Life,16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Characteristics of Life,16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Ecosystem Examples,16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Habitats & Niches (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Introduction to Biology,Levels of Organization,16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Antibiotics (Simple Idea),16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Disease Prevention in Community,16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Immune Response (Very Intro),16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Transmission & Hygiene,16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Useful vs Harmful Microbes,16,6,4,2,4
IB,Grade 9,Biology MYP,Microbes & Health,Vaccination (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Gas Exchange in Leaves (Idea),16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Photosynthesis Word Equation,16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Plant Parts & Functions,16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Role of Plants in Ecosystems,16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Seed Germination Conditions,16,6,4,2,4
IB,Grade 9,Biology MYP,Plants (Intro),Water Transport (Very Basic),16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Asexual vs Sexual Reproduction,16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Fertilization & Pregnancy (Overview),16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Growth & Development (Concept),16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Human Reproductive Systems (Basic),16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Plant Reproduction (Flowers & Seeds),16,6,4,2,4
IB,Grade 9,Biology MYP,Reproduction & Growth,Puberty & Hormonal Changes,16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,"Graphing Basics (Axes, Titles)",16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,"Mean, Range & Simple Error",16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,Recording Observations & Tables,16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,Safety & Lab Symbols,16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,"Using Basic Equipment (Ruler, Balance)",16,6,4,2,4
IB,Grade 9,Biology MYP,Working Scientifically,Variables & Fair Tests,16,6,4,2,4
